iter	Passed	Remaining
1642	53720	11672
1643	53753	11639
1644	53783	11606
1645	53818	11574
1646	53849	11541
1647	53883	11508
1648	53914	11476
1649	53942	11442
1650	53968	11408
1651	53994	11374
1652	54019	11339
1653	54045	11305
1654	54073	11272
1655	54101	11238
1656	54129	11204
1657	54156	11171
1658	54183	11137
1659	54211	11103
1660	54238	11069
1661	54263	11035
1662	54290	11001
1663	54316	10967
1664	54343	10934
1665	54368	10899
1666	54392	10865
1667	54419	10831
1668	54445	10797
1669	54469	10763
1670	54494	10729
1671	54521	10695
1672	54545	10661
1673	54570	10627
1674	54593	10592
1675	54619	10558
1676	54646	10525
1677	54673	10491
1678	54700	10458
1679	54730	10424
1680	54756	10390
1681	54786	10357
1682	54812	10324
1683	54839	10290
1684	54867	10257
1685	54894	10223
1686	54918	10189
1687	54943	10155
1688	54971	10122
1689	54995	10087
1690	55019	10053
1691	55044	10019
1692	55070	9986
1693	55096	9952
1694	55121	9918
1695	55150	9885
1696	55176	9851
1697	55202	9818
1698	55229	9784
1699	55256	9751
1700	55282	9717
1701	55306	9683
1702	55332	9649
1703	55358	9616
1704	55385	9582
1705	55414	9549
1706	55440	9516
1707	55464	9482
1708	55490	9448
1709	55520	9415
1710	55548	9382
1711	55569	9348
1712	55595	9314
1713	55619	9280
1714	55642	9246
1715	55664	9212
1716	55684	9178
1717	55705	9143
1718	55727	9109
1719	55748	9075
1720	55769	9041
1721	55808	9009
1722	55843	8977
1723	55889	8947
1724	55924	8915
1725	55948	8881
1726	55977	8848
1727	56007	8816
1728	56035	8782
1729	56064	8750
1730	56098	8717
1731	56134	8685
1732	56164	8653
1733	56197	8620
1734	56225	8587
1735	56250	8554
1736	56273	8520
1737	56297	8486
1738	56323	8453
1739	56346	8419
1740	56371	8386
1741	56403	8353
1742	56433	8320
1743	56465	8288
1744	56571	8266
1745	56613	8235
1746	56659	8205
1747	56690	8172
1748	56719	8139
1749	56751	8107
1750	56778	8074
1751	56809	8041
1752	56840	8008
1753	56871	7976
1754	56905	7944
1755	56934	7911
1756	56971	7879
1757	57008	7847
1758	57050	7816
1759	57086	7784
1760	57117	7751
1761	57147	7719
1762	57174	7685
1763	57200	7652
1764	57226	7619
1765	57253	7586
1766	57282	7553
1767	57311	7520
1768	57340	7487
1769	57368	7454
1770	57398	7421
1771	57429	7389
1772	57459	7356
1773	57484	7323
1774	57513	7290
1775	57541	7257
1776	57566	7224
1777	57592	7190
1778	57618	7157
1779	57649	7125
1780	57678	7092
1781	57714	7060
1782	57750	7028
1783	57782	6996
1784	57809	6963
1785	57834	6929
1786	57864	6897
1787	57891	6864
1788	57918	6831
1789	57946	6798
1790	57975	6765
1791	58006	6732
1792	58029	6699
1793	58053	6666
1794	58079	6632
1795	58110	6600
1796	58142	6568
1797	58168	6535
1798	58193	6501
1799	58221	6469
1800	58256	6436
1801	58326	6408
1802	58388	6379
1803	58449	6350
1804	58480	6317
1805	58511	6285
1806	58542	6252
1807	58575	6220
1808	58605	6187
1809	58633	6154
1810	58666	6122
1811	58698	6090
1812	58730	6057
1813	58760	6025
1814	58889	6002
1815	58937	5971
1816	58973	5939
1817	59007	5907
1818	59035	5874
1819	59065	5841
1820	59097	5809
1821	59129	5776
1822	59159	5743
1823	59189	5711
1824	59214	5678
1825	59242	5645
1826	59272	5612
1827	59298	5579
1828	59327	5546
1829	59362	5514
1830	59394	5482
1831	59425	5449
1832	59456	5416
1833	59487	5384
1834	59516	5351
1835	59547	5319
1836	59575	5286
1837	59603	5253
1838	59633	5220
1839	59658	5187
1840	59683	5154
1841	59707	5121
1842	59733	5088
1843	59757	5055
1844	59782	5022
1845	59805	4989
1846	59833	4956
1847	59859	4923
1848	59883	4890
1849	59911	4857
1850	59938	4824
1851	59968	4792
1852	59997	4759
1853	60026	4726
1854	60051	4694
1855	60080	4661
1856	60106	4628
1857	60131	4595
1858	60159	4562
1859	60183	4529
1860	60210	4497
1861	60234	4464
1862	60261	4431
1863	60289	4398
1864	60315	4365
1865	60339	4333
1866	60365	4300
1867	60392	4267
1868	60417	4234
1869	60446	4202
1870	60472	4169
1871	60496	4136
1872	60523	4103
1873	60549	4071
1874	60574	4038
1875	60602	4005
1876	60639	3973
1877	60672	3941
1878	60702	3909
1879	60759	3878
1880	60826	3848
1881	60875	3816
1882	60923	3785
1883	60956	3753
1884	60991	3720
1885	61028	3688
1886	61061	3656
1887	61094	3624
1888	61127	3591
1889	61162	3559
1890	61191	3527
1891	61220	3494
1892	61261	3462
1893	61294	3430
1894	61330	3398
1895	61372	3366
1896	61410	3334
1897	61456	3302
1898	61492	3270
1899	61524	3238
1900	61554	3205
1901	61582	3173
1902	61613	3140
1903	61638	3107
1904	61667	3075
1905	61692	3042
1906	61720	3009
1907	61755	2977
1908	61791	2945
1909	61820	2913
1910	61854	2880
1911	61891	2848
1912	62000	2819
1913	62061	2788
1914	62099	2756
1915	62126	2723
1916	62152	2691
1917	62183	2658
1918	62210	2625
1919	62238	2593
1920	62266	2560
1921	62293	2528
1922	62325	2495
1923	62351	2462
1924	62384	2430
1925	62414	2398
1926	62438	2365
1927	62464	2332
1928	62492	2300
1929	62519	2267
1930	62544	2234
1931	62567	2202
1932	62594	2169
1933	62619	2136
1934	62644	2104
1935	62676	2071
1936	62707	2039
1937	62759	2007
1938	62791	1975
1939	62816	1942
1940	62841	1910
1941	62866	1877
1942	62892	1845
1943	62918	1812
1944	62941	1779
1945	62972	1747
1946	62995	1714
1947	63021	1682
1948	63043	1649
1949	63070	1617
1950	63091	1584
1951	63118	1552
1952	63140	1519
1953	63182	1487
1954	63227	1455
1955	63268	1423
1956	63295	1390
1957	63324	1358
1958	63351	1325
1959	63378	1293
1960	63423	1261
1961	63459	1229
1962	63491	1196
1963	63520	1164
1964	63553	1131
1965	63592	1099
1966	63629	1067
1967	63662	1035
1968	63690	1002
1969	63722	970
1970	63764	938
1971	63799	905
1972	63833	873
1973	63912	841
1974	63947	809
1975	63988	777
1976	64032	744
1977	64076	712
1978	64110	680
1979	64149	647
1980	64343	617
1981	64400	584
1982	64439	552
1983	64487	520
1984	64533	487
1985	64579	455
1986	64637	422
1987	64698	390
1988	64760	358
1989	64854	325
1990	64936	293
1991	65006	261
1992	65077	228
1993	65144	196
1994	65212	163
1995	65246	130
1996	65278	98
1997	65308	65
1998	65360	32
1999	65399	0
