iter	Logloss
1514	0.278049265
1515	0.2780243968
1516	0.2779970945
1517	0.2779766623
1518	0.2779386038
1519	0.2779171302
1520	0.2778828906
1521	0.2778503213
1522	0.277810392
1523	0.277769806
1524	0.2777425111
1525	0.2777140704
1526	0.2776758152
1527	0.2776480961
1528	0.2776015645
1529	0.2775840611
1530	0.2775586811
1531	0.2775360802
1532	0.2775083912
1533	0.2774725222
1534	0.2774430808
1535	0.2774191276
1536	0.277401924
1537	0.2773739828
1538	0.2773463312
1539	0.2773071168
1540	0.2772750446
1541	0.2772496304
1542	0.2772302684
1543	0.2772042715
1544	0.2771779656
1545	0.2771519516
1546	0.2771123221
1547	0.2770743942
1548	0.2770487169
1549	0.2770180076
1550	0.2769884405
1551	0.2769525963
1552	0.2769236353
1553	0.276897037
1554	0.2768716589
1555	0.2768529785
1556	0.2768301688
1557	0.2768005745
1558	0.2767768356
1559	0.2767494579
1560	0.2767294163
1561	0.2767172643
1562	0.2766951221
1563	0.2766619391
1564	0.2766299151
1565	0.2765968514
1566	0.2765635925
1567	0.2765270222
1568	0.2764929382
1569	0.2764594319
1570	0.2764372669
1571	0.276415628
1572	0.2763704538
1573	0.276349204
1574	0.2763269638
1575	0.2762994053
1576	0.2762710493
1577	0.2762320246
1578	0.2761815588
1579	0.2761692381
1580	0.2761277295
1581	0.2760824878
1582	0.276055854
1583	0.276031691
1584	0.2760034219
1585	0.2759672722
1586	0.2759345202
1587	0.2758977613
1588	0.2758636076
1589	0.2758301949
1590	0.2758148164
1591	0.2757814936
1592	0.2757490973
1593	0.2757118201
1594	0.275685583
1595	0.2756577266
1596	0.2756291749
1597	0.2755961732
1598	0.2755602386
1599	0.2755256392
1600	0.2754930356
1601	0.2754664338
1602	0.2754398342
1603	0.2753957556
1604	0.2753680464
1605	0.275340445
1606	0.2753042646
1607	0.2752748798
1608	0.2752474749
1609	0.2752300082
1610	0.2751965116
1611	0.2751674341
1612	0.2751514933
1613	0.2751342993
1614	0.2750965169
1615	0.2750621073
1616	0.2750300759
1617	0.2749907718
1618	0.2749525778
1619	0.2749212331
1620	0.2748963189
1621	0.2748580804
1622	0.274817113
1623	0.2747935032
1624	0.2747658749
1625	0.2747327783
1626	0.2747061974
1627	0.274680256
1628	0.2746475841
1629	0.2746182325
1630	0.2746046077
1631	0.2745833744
1632	0.274552376
1633	0.2745218892
1634	0.2744906804
1635	0.2744729192
1636	0.2744457797
1637	0.2744176443
1638	0.2743853454
1639	0.2743504389
1640	0.2743191637
1641	0.2742676285
1642	0.2742435983
1643	0.2742087158
1644	0.2741749372
1645	0.2741522122
1646	0.274121166
1647	0.2740664519
1648	0.2740345343
1649	0.2740082344
1650	0.2739852314
1651	0.2739545935
1652	0.2739362868
1653	0.2739079671
1654	0.273872903
1655	0.2738369114
1656	0.2738136351
1657	0.2737760435
1658	0.2737428925
1659	0.2737051258
1660	0.273678072
1661	0.273655139
1662	0.2736245079
1663	0.2735922179
1664	0.2735784921
1665	0.273545753
1666	0.2735278818
1667	0.2734975706
1668	0.2734569499
1669	0.2734401942
1670	0.2734185852
1671	0.2733904922
1672	0.2733664846
1673	0.2733514428
1674	0.2733165209
1675	0.273294291
1676	0.2732642034
1677	0.2732384651
1678	0.2732125319
1679	0.2731762494
1680	0.273149299
1681	0.2731222071
1682	0.2730846876
1683	0.273065588
1684	0.2730325399
1685	0.2729834124
1686	0.2729486054
1687	0.2729172983
1688	0.2728901312
1689	0.2728670848
1690	0.2728473694
1691	0.2728186997
1692	0.2727847813
1693	0.272765758
1694	0.2727351387
1695	0.2727093689
1696	0.2726705562
1697	0.2726477049
1698	0.2726059273
1699	0.2725769608
1700	0.2725552308
1701	0.2725289989
1702	0.2724963942
1703	0.2724721971
1704	0.2724421664
1705	0.2724074521
1706	0.2723858857
1707	0.2723589478
1708	0.2723253002
1709	0.2722844656
1710	0.2722442602
1711	0.2722004371
1712	0.2721748089
1713	0.2721378437
1714	0.2721118305
1715	0.2720723164
1716	0.2720599527
1717	0.2720236874
1718	0.272007089
1719	0.2719761775
1720	0.2719503314
1721	0.2719201204
1722	0.2718925774
1723	0.2718781516
1724	0.2718415176
1725	0.2718107297
1726	0.2717984919
1727	0.2717768615
1728	0.2717453299
1729	0.2717218575
1730	0.2716832672
1731	0.2716535232
1732	0.2716283639
1733	0.2715917956
1734	0.2715751542
1735	0.2715465192
1736	0.2715138359
1737	0.2714784911
1738	0.2714539747
1739	0.2714402388
1740	0.2714162838
1741	0.2713911763
1742	0.2713707195
1743	0.2713490582
1744	0.2713302236
1745	0.2713064174
1746	0.2712754899
1747	0.2712530683
1748	0.2712257772
1749	0.2712058253
1750	0.2711766833
1751	0.2711510769
1752	0.2711234273
1753	0.271098268
1754	0.2710638828
1755	0.2710402301
1756	0.2710102229
1757	0.2709739955
1758	0.270935307
1759	0.2709029579
1760	0.2708721135
1761	0.270844875
1762	0.2708222367
1763	0.2707897496
1764	0.2707518699
1765	0.2707089041
1766	0.2706778128
1767	0.2706513231
1768	0.2706192414
1769	0.270591107
1770	0.2705460854
1771	0.2705211257
1772	0.2704980579
1773	0.2704665616
1774	0.2704398504
1775	0.2704144357
1776	0.2703847221
1777	0.2703568977
1778	0.2703368929
1779	0.2703103061
1780	0.270276771
1781	0.2702521716
1782	0.2702336409
1783	0.2702037909
1784	0.2701696653
1785	0.2701356034
1786	0.2700937536
1787	0.2700706534
1788	0.2700324484
1789	0.2699957782
1790	0.2699712494
1791	0.2699280723
1792	0.2699066325
1793	0.2698845884
1794	0.2698627543
1795	0.2698427124
1796	0.2698187963
1797	0.269780324
1798	0.2697604926
1799	0.2697239419
1800	0.2697002956
1801	0.2696715487
1802	0.2696341914
1803	0.2696125515
1804	0.2695889746
1805	0.2695571096
1806	0.2695378282
1807	0.2695085242
1808	0.2694796528
1809	0.2694547818
1810	0.2694278154
1811	0.2694037068
1812	0.2693855807
1813	0.2693651614
1814	0.2693385789
1815	0.2693071759
1816	0.2692701416
1817	0.2692345548
1818	0.2692011304
1819	0.269179292
1820	0.2691504609
1821	0.2691162736
1822	0.2690824628
1823	0.2690625669
1824	0.2690401428
1825	0.2690190016
1826	0.268996145
1827	0.2689664164
1828	0.2689486599
1829	0.2689121416
1830	0.2688857351
1831	0.2688453129
1832	0.2688275359
1833	0.2688002449
1834	0.2687676758
1835	0.2687267919
1836	0.2687004352
1837	0.2686798659
1838	0.2686508906
1839	0.268625415
1840	0.2685964676
1841	0.2685677639
1842	0.2685281531
1843	0.2684982178
1844	0.2684768143
1845	0.2684328768
1846	0.2684000675
1847	0.268376438
1848	0.2683565324
1849	0.2683272519
1850	0.2682913264
1851	0.2682702906
1852	0.2682424717
1853	0.2682278391
1854	0.2682065328
1855	0.2681802881
1856	0.2681590992
1857	0.2681330175
1858	0.2681024491
1859	0.2680691628
1860	0.2680372958
1861	0.2679887469
1862	0.267962235
1863	0.2679128522
1864	0.2678855549
1865	0.2678703606
1866	0.2678336261
1867	0.2677912318
1868	0.2677721807
1869	0.2677461209
1870	0.2677170705
1871	0.2677016401
1872	0.2676836548
1873	0.2676569748
1874	0.2676385283
1875	0.2676134104
1876	0.2675792693
1877	0.2675475496
1878	0.2675117326
1879	0.267484125
1880	0.2674647367
1881	0.2674409446
1882	0.2674110824
1883	0.2673908184
1884	0.267371531
1885	0.2673480466
1886	0.2673310808
1887	0.2673128445
1888	0.2672921867
1889	0.2672517512
1890	0.2672275516
1891	0.2671985339
1892	0.2671712762
1893	0.2671446757
1894	0.2671222877
1895	0.267102569
1896	0.2670597802
1897	0.2670281443
1898	0.2670080421
1899	0.2669703078
1900	0.2669351926
1901	0.2669090617
1902	0.266881039
1903	0.2668646534
1904	0.2668368625
1905	0.2668187997
1906	0.2667766845
1907	0.2667593858
1908	0.2667275313
1909	0.2667046431
1910	0.2666749549
1911	0.266641355
1912	0.2666144128
1913	0.266587253
1914	0.2665510982
1915	0.2665278931
1916	0.2664972212
1917	0.2664576044
1918	0.2664303836
1919	0.2664048129
1920	0.2663839184
1921	0.2663639161
1922	0.266332343
1923	0.2663069679
1924	0.266284612
1925	0.2662574636
1926	0.2662409386
1927	0.2662202932
1928	0.266183389
1929	0.2661599272
1930	0.2661326187
1931	0.2661097256
1932	0.2660816663
1933	0.2660511195
1934	0.2660198755
1935	0.2659846326
1936	0.2659616095
1937	0.2659473179
1938	0.2659217887
1939	0.2659030419
1940	0.2658772582
1941	0.265858887
1942	0.2658225764
1943	0.2658060024
1944	0.2657865464
1945	0.2657570041
1946	0.2657248002
1947	0.2656930149
1948	0.2656696778
1949	0.2656400608
1950	0.2656307906
1951	0.2655993075
1952	0.2655737089
1953	0.2655295006
1954	0.2654973227
1955	0.2654726382
1956	0.2654562278
1957	0.2654323182
1958	0.2654032235
1959	0.2653705591
1960	0.2653440815
1961	0.2653145731
1962	0.2652878989
1963	0.2652622042
1964	0.265238213
1965	0.2652063342
1966	0.2651725081
1967	0.2651411941
1968	0.2651204775
1969	0.2650873688
1970	0.2650623753
1971	0.2650443949
1972	0.2650175277
1973	0.2649865737
1974	0.2649695519
1975	0.2649444789
1976	0.2649140826
1977	0.264885685
1978	0.2648656668
1979	0.2648374614
1980	0.2648121926
1981	0.2647928442
1982	0.2647720947
1983	0.2647409991
1984	0.2647228449
1985	0.2646968558
1986	0.2646775627
1987	0.2646555718
1988	0.264637682
1989	0.2646192048
1990	0.2645967343
1991	0.2645748639
1992	0.2645531722
1993	0.2645272692
1994	0.2644952448
1995	0.2644589731
1996	0.2644270654
1997	0.2643974226
1998	0.2643827015
1999	0.264359235
