iter	Logloss
215	0.3384767871
216	0.3383192885
217	0.338232038
218	0.3381423762
219	0.3380115708
220	0.3379453616
221	0.3378709527
222	0.3377826373
223	0.3377026968
224	0.3376153403
225	0.3375316399
226	0.3374739555
227	0.3373941295
228	0.3373564045
229	0.3372832613
230	0.3372209675
231	0.3371461365
232	0.3370534594
233	0.3369937995
234	0.3369081418
235	0.3368330432
236	0.3367410294
237	0.3366651682
238	0.3365850512
239	0.3364873635
240	0.3364091318
241	0.3363554249
242	0.3362558503
243	0.3361693602
244	0.336066385
245	0.3360222698
246	0.3359391069
247	0.3358505072
248	0.3357366152
249	0.3356482207
250	0.3355786109
251	0.3355019853
252	0.3354456769
253	0.3353468813
254	0.3352599201
255	0.3351954102
256	0.335133091
257	0.3350391757
258	0.3349178174
259	0.3348279358
260	0.3347647353
261	0.3346647202
262	0.3345405512
263	0.3344499526
264	0.3343695236
265	0.3343138157
266	0.3342646692
267	0.3341925204
268	0.3341067972
269	0.3340205796
270	0.3339156042
271	0.3338552456
272	0.3337894319
273	0.333670481
274	0.3336015391
275	0.3335420339
276	0.3334479049
277	0.3333751443
278	0.3332914263
279	0.3332115781
280	0.3331048627
281	0.3330512775
282	0.3329634727
283	0.3329034732
284	0.3328241059
285	0.3327293636
286	0.3326574312
287	0.3325835151
288	0.3325160089
289	0.3324345739
290	0.332359818
291	0.3322653756
292	0.3322077444
293	0.3321011852
294	0.3320354015
295	0.3319470104
296	0.3318762098
297	0.3318113817
298	0.3317550138
299	0.331703751
300	0.3316399831
301	0.3315700688
302	0.3315134623
303	0.3314667564
304	0.3314002264
305	0.3313309699
306	0.3312483872
307	0.3311402467
308	0.3310778965
309	0.3309853236
310	0.3309238244
311	0.3308466132
312	0.330746274
313	0.3306961432
314	0.3306374974
315	0.3305452662
316	0.3304583581
317	0.3303913847
318	0.330307802
319	0.3302314865
320	0.3301571753
321	0.3300722268
322	0.3299990724
323	0.3299626744
324	0.3298930765
325	0.3297996659
326	0.3297163527
327	0.329656218
328	0.3295977636
329	0.3295236451
330	0.3294240424
331	0.3293447176
332	0.3292468704
333	0.3291764553
334	0.3291132547
335	0.3290449487
336	0.3289714142
337	0.3289044208
338	0.3288236704
339	0.3287739291
340	0.32869303
341	0.3286383135
342	0.3285796879
343	0.3285054266
344	0.3284546204
345	0.3283805002
346	0.3283149457
347	0.3282469032
348	0.3282006358
349	0.3281174487
350	0.3280163223
351	0.3279420861
352	0.3278794532
353	0.3278111509
354	0.3277414469
355	0.3276701259
356	0.3275919973
357	0.3275431812
358	0.3274481408
359	0.3273978027
360	0.3273358573
361	0.3272625794
362	0.3271893537
363	0.3271271431
364	0.3270461941
365	0.3269784963
366	0.3268989568
367	0.3268312907
368	0.3267526619
369	0.3266704251
370	0.3265927979
371	0.3265292951
372	0.3264670036
373	0.3264028583
374	0.3263373511
375	0.32628552
376	0.3262300099
377	0.3261459905
378	0.3260786289
379	0.3260186211
380	0.3259168045
381	0.3258444632
382	0.3257619166
383	0.3256962383
384	0.325651133
385	0.3255585441
386	0.3254845866
387	0.325373345
388	0.3253138131
389	0.3252294008
390	0.3251741727
391	0.3251050447
392	0.3250530481
393	0.3249940744
394	0.3249337144
395	0.3248503242
396	0.3247882807
397	0.3247254231
398	0.3246600112
399	0.3246007326
400	0.3245012193
401	0.3244238668
402	0.3243378548
403	0.3242830854
404	0.3242077355
405	0.324139933
406	0.324074272
407	0.3240022898
408	0.3239475537
409	0.32389876
410	0.3238263006
411	0.3237775499
412	0.3237228437
413	0.3236673714
414	0.3235988294
415	0.3235461622
416	0.3234744199
417	0.3234114675
418	0.3233412821
419	0.3232886619
420	0.3232237281
421	0.3231617851
422	0.3230979149
423	0.3230342725
424	0.3229715939
425	0.3229195577
426	0.3228489569
427	0.3227930065
428	0.3227068178
429	0.3226532157
430	0.3225720054
431	0.3224877174
432	0.3224295117
433	0.3223221442
434	0.322244894
435	0.3221836412
436	0.3221260255
437	0.3220211379
438	0.3219458923
439	0.3218626644
440	0.3218129117
441	0.3217445047
442	0.3216909847
443	0.3216364741
444	0.3215778095
445	0.3215309574
446	0.3214782051
447	0.321421103
448	0.3213510645
449	0.3212926689
450	0.3212091388
451	0.3211553273
452	0.3210766373
453	0.3210250826
454	0.3209503958
455	0.3208983305
456	0.3208409529
457	0.320755162
458	0.3206787249
459	0.3206165187
460	0.3205579847
461	0.3204935764
462	0.320431661
463	0.3203764726
464	0.3203321801
465	0.3202501546
466	0.3201862116
467	0.3201356441
468	0.3200765201
469	0.3200161061
470	0.3199633756
471	0.3198946181
472	0.3198345131
473	0.3197750804
474	0.3196858167
475	0.3196189832
476	0.3195485546
477	0.3194792137
478	0.3194178635
479	0.3193604723
480	0.3193095164
481	0.3192757926
482	0.3192189938
483	0.3191601952
484	0.3190927545
485	0.3190227412
486	0.3189668735
487	0.3189128075
488	0.3188560077
489	0.3188024345
490	0.3187381361
491	0.3186712099
492	0.3186185732
493	0.3185343022
494	0.3184775606
495	0.3184284423
496	0.3183825849
497	0.3183283856
498	0.3182725425
499	0.3181936999
500	0.3181288357
501	0.3180835682
502	0.3180358618
503	0.3179916552
504	0.3179430758
505	0.3178841995
506	0.3178483273
507	0.3177900676
508	0.3177312484
509	0.3176830433
510	0.3176151477
511	0.3175635969
512	0.3174822819
513	0.3174055549
514	0.3173539549
515	0.3172953687
516	0.3172346646
517	0.3171814036
518	0.317133029
519	0.3170792869
520	0.3170171603
521	0.3169512754
522	0.3168901684
523	0.3168266344
524	0.3167686506
525	0.3167096132
526	0.3166619145
527	0.3166116531
528	0.3165334215
529	0.3165012856
530	0.3164580314
531	0.3164095484
532	0.3163555272
533	0.3163096896
534	0.3162553804
535	0.3162197802
536	0.3161663049
537	0.3160916477
538	0.3160180795
539	0.3159704399
540	0.3159026042
541	0.315846424
542	0.3157905549
543	0.3157335361
544	0.3156811105
545	0.3156278369
546	0.3155764093
547	0.3155178377
548	0.3154593379
549	0.315412365
550	0.3153565491
551	0.3153013904
552	0.3152433015
553	0.3151868682
554	0.3151377842
555	0.3150857708
556	0.3150432251
557	0.3149905984
558	0.3149360271
559	0.3148811773
560	0.3148357112
561	0.314781717
562	0.314733958
563	0.3146740892
564	0.3146288247
565	0.3145807344
566	0.3145372097
567	0.3144849246
568	0.3144348444
569	0.3143763757
570	0.3143343802
571	0.3142806395
572	0.3142323632
573	0.3141736678
574	0.3141139434
575	0.3140646
576	0.3140012251
577	0.3139403978
578	0.3138975035
579	0.3138599793
580	0.31380766
581	0.3137513344
582	0.3136859364
583	0.3136240194
584	0.3135718292
585	0.3135127835
586	0.3134437017
587	0.3133916124
588	0.3133331734
589	0.3132785673
590	0.3132349696
591	0.313173657
592	0.3131307911
593	0.3130690978
594	0.3130163816
595	0.3129630311
596	0.3129244094
597	0.3128753283
598	0.3128002681
599	0.3127456862
600	0.3126845419
601	0.3126209677
602	0.3125681119
603	0.3125147127
604	0.3124597805
605	0.312409032
606	0.3123584104
607	0.3123137866
608	0.3122643351
609	0.3122173597
610	0.3121616919
611	0.3121225686
612	0.3120607411
613	0.3119982108
614	0.3119510069
615	0.3119102341
616	0.3118594761
617	0.311822028
618	0.3117672927
619	0.311713304
620	0.3116612672
621	0.3116175202
622	0.3115799162
623	0.3115344166
624	0.3114925023
625	0.3114360375
626	0.3113941872
627	0.3113442017
628	0.311301712
629	0.3112468872
630	0.3112167659
631	0.311173081
632	0.3111270902
633	0.3110858435
634	0.3110242627
635	0.3109801413
636	0.3109294275
637	0.3108926883
638	0.3108469156
639	0.310790573
640	0.3107464251
641	0.3106887491
642	0.3106340353
643	0.3105887655
644	0.3105435074
645	0.3104830634
646	0.3104316483
647	0.3103907171
648	0.3103393079
649	0.3102879875
650	0.310247495
651	0.3101972587
652	0.3101495559
653	0.310098462
654	0.3100570758
655	0.3100084589
656	0.309971954
657	0.3099086225
658	0.3098557276
659	0.3098002035
660	0.3097339975
661	0.3096847852
662	0.3096255691
663	0.3095911962
664	0.3095457433
665	0.3094982159
666	0.3094291732
667	0.3093775888
668	0.3093389216
669	0.3092882659
670	0.3092324299
671	0.3091925138
672	0.3091531376
673	0.3091143017
674	0.3090341926
675	0.3090033288
676	0.3089520027
677	0.308898753
678	0.3088369583
679	0.308804284
680	0.3087501689
681	0.3087231919
682	0.3086768611
683	0.3086254589
684	0.3085766755
685	0.3085320733
686	0.3084840919
687	0.308422077
688	0.3083902662
689	0.3083552111
690	0.3083099802
691	0.3082691921
692	0.3082282695
693	0.3081748094
694	0.3081323117
695	0.3080803885
696	0.3080365942
697	0.3079909511
698	0.3079420244
699	0.3078943415
700	0.3078531086
701	0.3078061244
702	0.3077671715
703	0.3077069099
704	0.3076600738
705	0.3076137259
706	0.3075643015
707	0.3074954141
708	0.3074447403
709	0.3074038675
710	0.3073625174
711	0.3073121551
712	0.3072701068
713	0.3072311377
714	0.3071994904
715	0.3071622057
716	0.3071208847
717	0.3070740793
718	0.3070136155
719	0.3069708988
720	0.306904398
721	0.3068814528
722	0.3068334956
723	0.3067938175
724	0.306752032
725	0.3067184016
726	0.3066807419
727	0.3066268271
728	0.306579757
729	0.3065371951
730	0.3064884165
731	0.3064545621
732	0.3063994894
733	0.3063568744
734	0.3063110942
735	0.3062574765
736	0.3062116054
737	0.3061596027
738	0.3061195387
739	0.3060797054
740	0.3060310403
741	0.3059731419
742	0.3059165103
743	0.305885747
744	0.3058367736
745	0.305792427
746	0.3057263378
747	0.3056699616
748	0.3056249603
749	0.3055980868
750	0.305546411
751	0.3055032938
752	0.3054741894
753	0.3054345859
754	0.3053969405
755	0.3053569991
756	0.3053097028
757	0.3052640844
758	0.3052191526
759	0.30515828
760	0.3051295261
761	0.3050705153
762	0.3050236907
763	0.3049718438
764	0.3049277125
765	0.3048800219
766	0.3048402903
767	0.3047998909
768	0.3047504137
769	0.3047071816
770	0.304658597
771	0.3046174291
772	0.304566938
773	0.3045407699
774	0.3045000357
775	0.304469006
776	0.3044221276
777	0.3043833956
778	0.304328038
779	0.3043004061
780	0.3042573813
781	0.3042106801
782	0.3041618674
783	0.3041073859
784	0.3040612511
785	0.3040142385
786	0.3039797843
787	0.3039248492
788	0.3038696483
789	0.3038316883
790	0.3037873298
791	0.3037408322
792	0.3036992825
793	0.3036516656
794	0.3036214024
795	0.3035679154
796	0.303519892
797	0.3034810066
798	0.3034334583
799	0.3033817268
800	0.3033393133
801	0.3032834521
802	0.3032420035
803	0.3032110532
804	0.3031716577
805	0.3031147152
806	0.3030721263
807	0.3030322451
808	0.3029864116
809	0.3029455745
810	0.3029113791
811	0.3028740925
812	0.3028216558
813	0.3027710016
814	0.3027168253
815	0.3026713375
816	0.3026358081
817	0.3025949801
818	0.302550672
819	0.3025219013
820	0.3024854135
821	0.3024500781
822	0.3024118401
823	0.3023659587
824	0.3023193962
825	0.3022687623
826	0.3022294799
827	0.3021914415
828	0.3021662827
829	0.3021214884
830	0.3020749118
831	0.3020330129
832	0.3020017398
833	0.3019583246
834	0.3019077425
835	0.3018650015
836	0.3018243304
837	0.3017990909
838	0.3017448488
839	0.3016975137
840	0.3016521872
841	0.3016090082
842	0.3015681816
843	0.3015278808
844	0.3015002602
845	0.3014600471
846	0.3014065528
847	0.3013705386
848	0.3013298326
849	0.3012901544
850	0.3012405804
851	0.3012093371
852	0.3011633217
853	0.3011258809
854	0.3010935677
855	0.3010413527
856	0.3009555737
857	0.3009281322
858	0.3008884952
859	0.3008407585
860	0.3007889422
861	0.3007378035
862	0.3006932599
863	0.3006630671
864	0.3006100418
865	0.300572959
866	0.3005267415
867	0.3004807765
868	0.3004318578
869	0.3003866489
870	0.3003485918
871	0.3003113853
872	0.300272984
873	0.3002331156
874	0.3001970269
875	0.3001571775
876	0.3001130517
877	0.3000642832
878	0.3000334652
879	0.2999919409
880	0.2999449801
881	0.2999192841
882	0.2998887268
883	0.2998563425
884	0.2998093966
885	0.2997790202
886	0.2997474567
887	0.2997134097
888	0.2996773494
889	0.2996300556
890	0.2995936198
891	0.299542836
892	0.2995001978
893	0.2994679606
894	0.299425672
895	0.2993775847
896	0.2993461496
897	0.2993075658
898	0.299276455
899	0.299230712
900	0.2991932374
901	0.2991615767
902	0.2991131545
903	0.2990643084
904	0.2990371608
905	0.2989986222
906	0.2989603785
907	0.2989269271
908	0.29887613
909	0.2988436549
910	0.2988066874
911	0.2987653696
912	0.2987208503
913	0.2986864965
914	0.2986597454
915	0.2986283486
916	0.2985847414
917	0.2985481867
918	0.2985151107
919	0.2984793431
920	0.2984337177
921	0.2984082008
922	0.2983745948
923	0.2983247035
924	0.298291562
925	0.2982435429
926	0.2982006138
927	0.2981746277
928	0.2981388714
929	0.2981150948
930	0.2980725916
931	0.2980251609
932	0.2979831797
933	0.2979452406
934	0.2979091881
935	0.2978675189
936	0.2978182539
937	0.2977861206
938	0.297741079
939	0.2977066187
940	0.2976596841
941	0.2976113881
942	0.2975729512
943	0.2975356223
944	0.2974988346
945	0.2974578723
946	0.2974098821
947	0.2973669292
948	0.2973300746
949	0.297302042
950	0.2972555316
951	0.2972251557
952	0.2971820377
953	0.2971249589
954	0.2970940018
955	0.297058499
956	0.2970136063
957	0.2969843052
958	0.296949174
959	0.2969042652
960	0.2968577059
961	0.2968167453
962	0.296781842
963	0.2967438722
964	0.2967176923
965	0.2966839406
966	0.2966398285
967	0.2966032202
968	0.2965720638
969	0.2965505282
970	0.2965013254
971	0.296473633
972	0.2964239495
973	0.2963823909
974	0.2963480619
975	0.2962989544
976	0.296275573
977	0.2962437148
978	0.2962039867
979	0.2961751884
980	0.2961463957
981	0.2961158235
982	0.296079257
983	0.2960474057
984	0.2960111117
985	0.2959721879
986	0.2959395949
987	0.2958988911
988	0.2958575808
989	0.2958250491
990	0.2957844236
991	0.295749931
992	0.2957171443
993	0.2956782302
994	0.2956396269
995	0.2956027011
996	0.2955584119
997	0.295520353
998	0.2954796421
999	0.2954451658
1000	0.2954115843
1001	0.2953810043
1002	0.295340785
1003	0.2952964799
1004	0.2952473548
1005	0.2952026268
1006	0.2951677692
1007	0.2951173732
1008	0.2950872035
1009	0.2950570654
1010	0.2950312368
1011	0.2949924226
1012	0.294956764
1013	0.294904256
1014	0.2948740532
1015	0.2948198006
1016	0.2947873604
1017	0.294745134
1018	0.2946993701
1019	0.2946575845
1020	0.294616414
1021	0.294576013
1022	0.2945328219
1023	0.2945017402
1024	0.2944624892
1025	0.2944395431
1026	0.2944013141
1027	0.294366168
1028	0.2943313856
1029	0.294296445
1030	0.2942589085
1031	0.2942316798
1032	0.2941773221
1033	0.294151861
1034	0.2941202628
1035	0.2940932029
1036	0.2940693304
1037	0.2940293941
1038	0.2939744564
1039	0.2939314875
1040	0.2939115021
1041	0.2938747438
1042	0.2938335011
1043	0.2937889992
1044	0.2937494783
1045	0.2937184213
1046	0.2936865133
1047	0.2936467948
1048	0.2935985816
1049	0.2935586818
1050	0.2935249555
1051	0.2934845105
1052	0.2934442355
1053	0.2934045665
1054	0.2933687816
1055	0.2933130382
1056	0.2932757536
1057	0.2932260397
1058	0.2931985533
1059	0.2931502247
1060	0.2931114506
1061	0.2930705958
1062	0.2930332868
1063	0.292994449
1064	0.2929588955
1065	0.2929162817
1066	0.292887112
1067	0.2928444296
1068	0.292820026
1069	0.2927761972
1070	0.2927583132
1071	0.2927352882
1072	0.292696894
1073	0.2926458304
1074	0.2926060128
1075	0.2925685654
1076	0.2925298637
1077	0.29248811
1078	0.2924472714
1079	0.2924256474
1080	0.2923905152
1081	0.2923530322
1082	0.2923275339
1083	0.2922965632
1084	0.2922402121
1085	0.2922203507
1086	0.2921894053
1087	0.2921535164
1088	0.2921133527
1089	0.2920833862
1090	0.2920573435
1091	0.2920284944
1092	0.2919997078
1093	0.2919688866
1094	0.2919299363
1095	0.2918957344
1096	0.2918688168
1097	0.2918377385
1098	0.2918081583
1099	0.2917656765
1100	0.291735677
1101	0.2916981432
1102	0.2916464657
1103	0.2916065902
1104	0.291565056
1105	0.2915255898
1106	0.2914930091
1107	0.2914512308
1108	0.2914200365
1109	0.2913775722
1110	0.2913353074
1111	0.2913078462
1112	0.2912689649
1113	0.2912317582
1114	0.2912055076
1115	0.2911806028
1116	0.2911448956
1117	0.2911088329
1118	0.2910723268
1119	0.2910363268
1120	0.2910135848
1121	0.2909815492
1122	0.2909433969
1123	0.2909043782
1124	0.2908706663
1125	0.2908324642
1126	0.2907979194
1127	0.2907718137
1128	0.2907372588
1129	0.2907070937
1130	0.2906733564
1131	0.2906329894
1132	0.2906039359
1133	0.2905706297
1134	0.2905374774
1135	0.2904948055
1136	0.2904561255
1137	0.2904305598
1138	0.2903908678
1139	0.290348959
1140	0.2903159849
1141	0.290270694
1142	0.2902313031
1143	0.2901868369
1144	0.2901419233
1145	0.290101279
1146	0.29007347
1147	0.290031112
1148	0.2899987535
1149	0.289962428
1150	0.2899271163
1151	0.2899043582
1152	0.2898815181
1153	0.289852787
1154	0.2898126611
1155	0.2897735802
1156	0.2897404263
1157	0.2896942979
1158	0.2896686653
1159	0.2896386708
1160	0.2896151387
1161	0.2895730403
1162	0.2895338321
1163	0.2894861078
1164	0.289454294
1165	0.2894198137
1166	0.2893879394
1167	0.2893656328
1168	0.2893258516
1169	0.2893024286
1170	0.2892709828
1171	0.289239644
1172	0.2892086039
1173	0.2891727256
1174	0.2891509522
1175	0.2891076523
1176	0.2890696297
1177	0.2890183022
1178	0.2889804048
1179	0.2889365514
1180	0.2888948656
1181	0.2888566939
1182	0.2888121583
1183	0.2887809188
1184	0.288752834
1185	0.2887189854
1186	0.2886983203
1187	0.2886737649
1188	0.2886325792
1189	0.2885841586
1190	0.2885613081
1191	0.2885333035
1192	0.288489055
1193	0.2884502071
1194	0.2884130236
1195	0.2883924771
1196	0.2883686618
1197	0.2883304026
1198	0.288295433
1199	0.2882545337
1200	0.2882244274
1201	0.2881937691
1202	0.28816508
1203	0.2881211114
1204	0.2880776143
1205	0.2880450911
1206	0.2880219644
1207	0.2879865412
1208	0.2879535219
1209	0.2879244316
1210	0.2878914832
1211	0.2878534567
1212	0.2878181269
1213	0.2877747662
1214	0.2877315661
1215	0.2876999647
1216	0.287669458
1217	0.2876390306
1218	0.2876006764
1219	0.2875752659
1220	0.2875499318
1221	0.2875169212
1222	0.2874849439
1223	0.2874595652
1224	0.2874280856
1225	0.2873897228
1226	0.2873697803
1227	0.2873309391
1228	0.2872988035
1229	0.2872667528
1230	0.2872416332
1231	0.2871954032
1232	0.2871660923
1233	0.2871420904
1234	0.2871025046
1235	0.2870755915
1236	0.2870521488
1237	0.2869964459
1238	0.2869469642
1239	0.2869088021
1240	0.2868913054
1241	0.2868642632
1242	0.2868395365
1243	0.2868059666
1244	0.2867851178
1245	0.2867446262
1246	0.2866884998
1247	0.2866665401
1248	0.2866266615
1249	0.2866038823
1250	0.2865788776
1251	0.2865404141
1252	0.2865109028
1253	0.286481002
1254	0.2864500536
1255	0.2864106911
1256	0.2863700361
1257	0.2863365983
1258	0.2863044368
1259	0.2862864718
1260	0.2862566575
1261	0.2862137896
1262	0.2861711389
1263	0.2861294823
1264	0.2861016726
1265	0.2860614972
1266	0.2860222297
1267	0.2859900179
1268	0.2859588097
1269	0.2859266997
1270	0.285898157
1271	0.2858558712
1272	0.2858271707
1273	0.2858028463
1274	0.285773986
1275	0.2857499763
1276	0.285720744
1277	0.2856807846
1278	0.2856592835
1279	0.2856431679
1280	0.2855967365
1281	0.2855717564
1282	0.2855419996
1283	0.2854950862
1284	0.285461586
1285	0.285433663
1286	0.2854124466
1287	0.2853604363
1288	0.2853346649
1289	0.2853001601
1290	0.2852615187
1291	0.2852330483
1292	0.2852123614
1293	0.2851685587
1294	0.285121384
1295	0.28509034
1296	0.2850542147
1297	0.285025141
1298	0.2849928338
1299	0.284955126
1300	0.284930169
1301	0.2848876529
1302	0.2848469373
1303	0.2848026327
1304	0.2847594947
1305	0.2847412564
1306	0.2847153539
1307	0.2847032467
1308	0.2846852165
1309	0.2846624755
1310	0.2846329981
1311	0.2846007772
1312	0.2845687841
1313	0.2845302907
1314	0.2844829383
1315	0.28444862
1316	0.2844111021
1317	0.2843810357
1318	0.2843379985
1319	0.2843035957
1320	0.284282009
1321	0.2842335536
1322	0.2841985709
1323	0.2841746726
1324	0.2841333291
1325	0.2841007488
1326	0.2840651179
1327	0.2840307752
1328	0.2839977949
1329	0.2839565908
1330	0.283926108
1331	0.2838912322
1332	0.283873792
1333	0.2838438919
1334	0.2838110496
1335	0.283776826
1336	0.283739327
1337	0.2837039402
1338	0.283676523
1339	0.2836479429
1340	0.2836061057
1341	0.2835761145
1342	0.2835410392
1343	0.2835125161
1344	0.2834790641
1345	0.2834486509
1346	0.2834284146
1347	0.2833797897
1348	0.2833287079
1349	0.2832938391
1350	0.2832583999
1351	0.2832213312
1352	0.2832005086
1353	0.2831651995
1354	0.2831270276
1355	0.2830996369
1356	0.2830566369
1357	0.2830310416
1358	0.2830136744
1359	0.2829861015
1360	0.282957263
1361	0.282920904
1362	0.2828878627
1363	0.2828647742
1364	0.2828273955
1365	0.2828055279
1366	0.282764909
1367	0.2827387973
1368	0.282692065
1369	0.2826621031
1370	0.2826456558
1371	0.2826031175
1372	0.2825676694
1373	0.2825427366
1374	0.282500448
1375	0.2824737378
1376	0.282451604
1377	0.2824172889
1378	0.282396918
1379	0.282366926
1380	0.2823293341
1381	0.2823015069
1382	0.2822712276
1383	0.2822375623
1384	0.2821976857
1385	0.282171931
1386	0.2821352667
1387	0.2821113139
1388	0.2820722627
1389	0.2820405258
1390	0.2820189792
1391	0.2819863971
1392	0.2819514006
1393	0.2819300041
1394	0.2819032231
1395	0.2818577811
1396	0.2818263246
1397	0.281793554
1398	0.2817682997
1399	0.2817358718
1400	0.2817149388
1401	0.2816789036
1402	0.2816317784
1403	0.2816084807
1404	0.2815829777
1405	0.2815490312
1406	0.2815209596
1407	0.2814994691
1408	0.2814729939
1409	0.2814428978
1410	0.2814077711
1411	0.2813791602
1412	0.2813552762
1413	0.2813303078
1414	0.2812891275
1415	0.2812628631
1416	0.281245949
1417	0.281222991
1418	0.281186577
1419	0.2811524939
1420	0.2811186521
1421	0.2810894606
1422	0.2810606529
1423	0.2810120609
1424	0.2809725363
1425	0.280948759
1426	0.280911621
1427	0.2808761236
1428	0.2808434473
1429	0.2807824034
1430	0.2807485407
1431	0.2807209642
1432	0.2807009044
1433	0.280665266
1434	0.2806236228
1435	0.2805914265
1436	0.2805564049
1437	0.2805186655
1438	0.2804950837
1439	0.2804560837
1440	0.2804311726
1441	0.2803988493
1442	0.2803676221
1443	0.2803347563
1444	0.2803075631
1445	0.2802613266
1446	0.2802380845
1447	0.2801807559
1448	0.2801503163
1449	0.2801116278
1450	0.2800825671
1451	0.2800621289
1452	0.2800441134
1453	0.2799937747
1454	0.2799644651
1455	0.2799300299
1456	0.2799038489
1457	0.279875926
1458	0.2798498868
1459	0.2798224001
1460	0.2797791605
1461	0.2797448466
1462	0.2797098753
1463	0.2796741823
1464	0.2796456141
1465	0.2796077372
1466	0.2795482121
1467	0.2795186036
1468	0.2794888849
1469	0.2794531083
1470	0.2794063262
1471	0.2793759796
1472	0.2793436592
1473	0.2793058334
1474	0.2792872735
1475	0.279253258
1476	0.2792128835
1477	0.2791784826
1478	0.2791543813
1479	0.2791258548
1480	0.2791029496
1481	0.279078929
1482	0.2790484865
1483	0.2790170162
1484	0.2789862931
1485	0.2789471297
1486	0.2789218417
1487	0.2788922825
1488	0.278858962
1489	0.2788312533
1490	0.2788021631
1491	0.2787647405
1492	0.2787312439
1493	0.27870849
1494	0.2786776338
1495	0.2786491715
1496	0.2786191896
1497	0.2785905498
1498	0.2785602646
1499	0.2785249221
1500	0.2784862404
1501	0.2784566569
1502	0.2784180115
1503	0.2783885979
1504	0.2783357303
1505	0.2783110333
1506	0.2782667812
1507	0.2782318997
1508	0.2782044915
1509	0.2781746765
1510	0.2781553788
1511	0.278126211
1512	0.2781094461
1513	0.2780825567
